dataset,scope,scope_name,target,target_label,model_name,n_rows,n_groups,cv_r2,cv_spearman,mean_fold_r2,mean_fold_spearman,sd_fold_r2,sd_fold_spearman
individual_papers,within_model,Claude Sonnet 4.6,correlation,Correlation,ridge,2011,2011,0.01627458655203451,0.13860726441306173,0.015751507041996883,0.14258988513583556,0.012387241125643263,0.0449457482220316
individual_papers,within_model,Claude Sonnet 4.6,delta_correlation,Correlation gain,ridge,2011,2011,0.016274586552034176,0.13860726441306173,0.015751507041996793,0.14258988513583556,0.012387241125643341,0.0449457482220316
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2010,2010,0.02272841512232615,0.18274425046529216,0.020459030912246323,0.19320990491170703,0.021090841602249107,0.0621700716510084
individual_papers,within_model,GPT-4.1,delta_correlation,Correlation gain,ridge,2010,2010,0.02272841512232604,0.18274425046529216,0.020459030912246278,0.19320990491170703,0.021090841602249232,0.0621700716510084
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.15555965565307872,0.4314250454598501,0.15670390780664128,0.43229521135053367,0.042680798804417074,0.03307541135368908
individual_papers,within_model,GPT-4.1 Mini,delta_correlation,Correlation gain,ridge,2011,2011,0.15555965565307883,0.4314250454598501,0.15670390780664137,0.43229521135053367,0.04268079880441648,0.03307541135368908
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2008,2008,0.061708571615616714,0.3197987049586547,0.060516449785080105,0.32236233824496907,0.011049639946440877,0.026865162284665345
individual_papers,within_model,GPT-5 Mini,delta_correlation,Correlation gain,ridge,2008,2008,0.061708571615616825,0.3197987049586547,0.060516449785080126,0.32236233824496907,0.011049639946441071,0.026865162284665345
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,2005,2005,0.024270305205860376,0.18197649034680116,0.018838606792492562,0.19282985589893414,0.01565020679222307,0.04949905495353
individual_papers,within_model,GPT-5 Nano,delta_correlation,Correlation gain,ridge,2005,2005,0.0242703052058606,0.18197649034680116,0.018838606792492652,0.19282985589893414,0.015650206792223117,0.04949905495353
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2009,2009,0.04173966878325763,0.21370705808600354,0.0397969440768557,0.21840780194615667,0.011320709928459988,0.036080574472237226
individual_papers,within_model,GPT-5.1,delta_correlation,Correlation gain,ridge,2009,2009,0.0417396687832573,0.21370705808600354,0.039796944076855675,0.21840780194615667,0.01132070992845998,0.036080574472237226
individual_papers,within_model,Gemini 2.5 Pro,correlation,Correlation,ridge,2011,2011,0.0829343682601007,0.290741436852536,0.08452749713511794,0.29244122147469354,0.04082849845585438,0.0425139688503867
individual_papers,within_model,Gemini 2.5 Pro,delta_correlation,Correlation gain,ridge,2011,2011,0.08293436826010092,0.290741436852536,0.08452749713511824,0.29244122147469354,0.04082849845585391,0.0425139688503867
metadata_filter_collections,within_model,Claude Sonnet 4.6,correlation,Correlation,random_forest,715,715,0.08567154398664278,0.2683844439194099,0.08308021198646187,0.2700228175580288,0.05246756841116956,0.09735780651810227
metadata_filter_collections,within_model,Claude Sonnet 4.6,delta_correlation,Correlation gain,random_forest,715,715,0.08567154398664256,0.2683844439194099,0.08308021198646201,0.2700228175580288,0.052467568411168876,0.09735780651810227
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,extra_trees,715,715,0.2160073982471381,0.47248849140088056,0.20986851602272966,0.4699917204289493,0.054570062202838304,0.0353432778229667
metadata_filter_collections,within_model,GPT-4.1,delta_correlation,Correlation gain,extra_trees,715,715,0.2160073982471381,0.47248849140088056,0.20986851602272977,0.4699917204289493,0.05457006220283858,0.0353432778229667
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,gradient_boosting,716,716,0.20446218494941393,0.4138048015890984,0.199725208927822,0.41391171399427834,0.09231316094758642,0.09054995343759098
metadata_filter_collections,within_model,GPT-4.1 Mini,delta_correlation,Correlation gain,gradient_boosting,716,716,0.20430157819896722,0.41370214834603236,0.19964173656927864,0.41430166724970025,0.09090808006871129,0.08886496019443753
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,extra_trees,715,715,0.1638356849370356,0.22923112991310085,0.16219747443026428,0.231475312856635,0.08923151771258003,0.08078159835994672
metadata_filter_collections,within_model,GPT-5 Mini,delta_correlation,Correlation gain,extra_trees,715,715,0.16383568493703593,0.22923112991310085,0.1621974744302646,0.231475312856635,0.08923151771257977,0.08078159835994672
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,gradient_boosting,712,712,0.1288599369974478,0.2793511958525292,0.09597042406070225,0.2778246835933082,0.17311423398510548,0.06670516467248962
metadata_filter_collections,within_model,GPT-5 Nano,delta_correlation,Correlation gain,gradient_boosting,712,712,0.12888934447864397,0.2784886727537884,0.09559884916957828,0.27702091595835643,0.1738223309855758,0.0662134018619945
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,gradient_boosting,716,716,0.12801765582058633,0.3088859949101645,0.11967323238828179,0.30517445158047385,0.053516853153423236,0.03823977312414225
metadata_filter_collections,within_model,GPT-5.1,delta_correlation,Correlation gain,gradient_boosting,716,716,0.12826854490739148,0.3077577573077912,0.11989353699441663,0.3038313346035541,0.0544245606049053,0.040253844432602395
metadata_filter_collections,within_model,Gemini 2.5 Pro,correlation,Correlation,random_forest,715,715,0.06654248879960079,0.2077506411683935,0.06172807722168059,0.2088393824453875,0.04814382947729088,0.09454098416657125
metadata_filter_collections,within_model,Gemini 2.5 Pro,delta_correlation,Correlation gain,random_forest,715,715,0.06654248879960056,0.2077506411683935,0.06172807722168039,0.2088393824453875,0.04814382947729087,0.09454098416657125
