dataset,scope,scope_name,target,target_label,model_name,n_rows,n_groups,cv_r2,cv_spearman,mean_fold_r2,mean_fold_spearman,sd_fold_r2,sd_fold_spearman,repeat
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2011,2011,0.021263344753503666,0.13753890713219385,0.021299242394324413,0.1391049607310887,0.008551700301756988,0.023836478714878623,rep1
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.09578843421022887,0.3341583686358931,0.09612161869921745,0.33582228446794166,0.03235183387577788,0.05123816042994592,rep1
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2011,2011,0.01505602440491205,0.17239016707368388,0.014040235153455849,0.1849336359844569,0.014886983852468574,0.07947020601716237,rep1
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,1998,1998,0.012127169874715849,0.09792078431085653,0.0066976570448395115,0.11331869603600957,0.011180905525437282,0.0320259994720873,rep1
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2011,2011,0.006949494298584602,0.08356516291733024,0.006363253855496853,0.08583196320325479,0.006547730339469752,0.031279485500010286,rep1
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,ridge,715,715,0.10893230799862241,0.33138361940078875,0.10144958408546159,0.330770378542985,0.046919245363825794,0.07418244196160548,rep1
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,716,716,0.08784630326131837,0.27907337725976916,0.08291765856480286,0.28686280060919833,0.026502911170645627,0.06677626171354487,rep1
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,random_forest,715,715,0.019340935521243385,0.13010926405534215,0.013251375635172957,0.15130995764798583,0.05938745616197161,0.08562153855298898,rep1
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,ridge,715,715,-0.0030930197273266735,0.06994206913243878,-0.011165481675050336,0.10425352534536332,0.025656147227549442,0.0850864071685469,rep1
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,random_forest,716,716,0.04611575676392321,0.21246132083389513,0.03515768934856802,0.2198539698928237,0.07564387367146336,0.092926567169769,rep1
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2011,2011,0.00968616916649212,0.10888800812306196,0.007383514489174426,0.1203523555462815,0.008341513874283153,0.03131879673495501,rep2
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.1052001904164368,0.32552566882166656,0.1036621401390784,0.3290830601658857,0.04483175558778356,0.04364704985735626,rep2
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2007,2007,0.02511771429845744,0.1731318365595492,0.023277284260512454,0.1794592680062285,0.004738555046315434,0.010166833724649861,rep2
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,1986,1986,0.011845225040832852,0.08202335066890562,0.008342341203827531,0.08841271670798759,0.008097190120143996,0.0532075510665537,rep2
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2011,2011,0.011670519572630433,0.1139595409935438,0.009475937387422539,0.11486651486459927,0.009177411420041538,0.030754205616141696,rep2
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,ridge,715,715,0.11122206769760956,0.36881475945703396,0.10371838295217488,0.3662810668678627,0.02011256806927136,0.04557226337970635,rep2
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,716,716,0.06598429730272659,0.2892878353327494,0.06127547652677099,0.2883661517344412,0.031016310522003234,0.06402751546653956,rep2
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,random_forest,716,716,0.05626168714023272,0.1196627719976891,0.052326718189651664,0.12520345608738032,0.07495193549175859,0.1231195819257075,rep2
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,random_forest,715,715,0.019751221673305563,0.10780804615432348,0.01689744136830318,0.1152813619363486,0.07470450811533155,0.060783205082191684,rep2
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,gradient_boosting,716,716,0.04746897767452485,0.24385078667733184,0.0391171152889469,0.2463152898582719,0.10532308987392054,0.06843881199375917,rep2
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2010,2010,0.011851024542583022,0.12698625180749115,0.008144295086821596,0.1356677585782284,0.012125141404730429,0.05723835938440976,rep3
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.09212730274153547,0.29822586580053745,0.09188472211635816,0.3003943096302303,0.022233867265920193,0.04943537415810065,rep3
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2010,2010,0.03535065119137748,0.207766909386049,0.032460152430868014,0.20907142541937462,0.012390931841271333,0.03344874400124464,rep3
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,1992,1992,0.019542881087515784,0.12403699347263068,0.018903722967714164,0.13121164853617767,0.012199429474409785,0.04926213106155004,rep3
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2011,2011,0.024895217123027336,0.15655718272431726,0.02501767708451852,0.16568844453896783,0.02529582977484747,0.06958971316828942,rep3
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,extra_trees,715,715,0.10363462613675034,0.3339509955070113,0.09891522566389484,0.3305943282715927,0.036899178912593956,0.013945362710104313,rep3
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,716,716,0.09320078848535429,0.29257766618977865,0.08073824418580297,0.3066703686470563,0.04910720500388551,0.04490880863158685,rep3
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,gradient_boosting,716,716,0.07803627182375139,0.16030250996588544,0.07047905088728505,0.16135430844355392,0.05937437835051994,0.04225717647695136,rep3
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,random_forest,715,715,0.006717412548611024,0.177663970902299,0.007477424816763012,0.18179843044954166,0.04259859352995482,0.07013682847161916,rep3
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,gradient_boosting,716,716,0.031074413398057832,0.21524190323138442,0.024546820333527154,0.2129258770450675,0.029713530159500363,0.06218564732293565,rep3
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2011,2011,0.012172890086155852,0.11993869154321975,0.011749008011892692,0.12361507472446445,0.005629954648422164,0.031238398890554624,rep4
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.08628593750024749,0.2967099334546451,0.08777790906122837,0.29758689644222586,0.03044361523074214,0.017901511562053787,rep4
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2009,2009,0.028393143106584695,0.1853204543814363,0.02653714555508375,0.18715340838635378,0.016749156277591336,0.053727214724540305,rep4
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,1991,1991,0.008113868731969176,0.07370001559564356,0.006394005236877142,0.0834328351002352,0.006648528825867072,0.044806820711011365,rep4
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2011,2011,0.011938306376970687,0.11461291188431624,0.009681941359158851,0.12333455439553984,0.004859564974406272,0.020191740101059882,rep4
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,random_forest,715,715,0.12161243545127087,0.31547556671586546,0.11483381471181517,0.31762278235319863,0.03970495622699693,0.0038725875283867005,rep4
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,716,716,0.0956801299106953,0.3009125865210128,0.09176874042427237,0.31928916315997424,0.05417054297911026,0.10109562439289005,rep4
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,random_forest,716,716,0.06334863380329547,0.12384053017981261,0.06696092872859456,0.12867023619087728,0.05755004867376258,0.05880520412537152,rep4
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,dummy_mean,716,716,-0.000813744216996426,-0.01889723849449019,-0.0023520129717074846,,0.003109802948021152,0.0,rep4
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,gradient_boosting,716,716,0.06550778756078934,0.23774966958691443,0.057437721167247366,0.2486640442957356,0.06843831364671653,0.10432651373525387,rep4
individual_papers,within_model,GPT-4.1,correlation,Correlation,ridge,2011,2011,0.025082303458306643,0.14715406562766195,0.024939255401483583,0.15265495610669916,0.011001788625289083,0.03676572186330863,rep5
individual_papers,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,2011,2011,0.11011419583437687,0.33863193835009625,0.1090010971531034,0.34101417320667454,0.028124411664229094,0.02172213026967148,rep5
individual_papers,within_model,GPT-5 Mini,correlation,Correlation,ridge,2009,2009,0.02028212114878336,0.17764657233646758,0.017944481805742242,0.18481182633182502,0.016877842712569546,0.04193173934135553,rep5
individual_papers,within_model,GPT-5 Nano,correlation,Correlation,ridge,1996,1996,0.016150219780141306,0.12228379123644709,0.01612290809881234,0.12861794648889155,0.007073747455200611,0.03395343589230888,rep5
individual_papers,within_model,GPT-5.1,correlation,Correlation,ridge,2009,2009,0.01435027747263573,0.13042338360969188,0.0132201788501199,0.13914573270114006,0.014288748837607645,0.04717675559425047,rep5
metadata_filter_collections,within_model,GPT-4.1,correlation,Correlation,ridge,715,715,0.08810174855210928,0.2972042614151429,0.08358867483041725,0.29184842227486857,0.02183866482434871,0.059449046234943424,rep5
metadata_filter_collections,within_model,GPT-4.1 Mini,correlation,Correlation,ridge,716,716,0.09141834381271663,0.32534054416795166,0.08855039277730452,0.32999554517038726,0.0546737757286473,0.10568769885042342,rep5
metadata_filter_collections,within_model,GPT-5 Mini,correlation,Correlation,random_forest,716,716,0.03671596087021256,0.11039326851009673,0.03207804046821654,0.10775144603225613,0.05443381499682897,0.0490007312851755,rep5
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,random_forest,715,715,0.022005198829077033,0.1526831364178977,-0.012439327056710737,0.16229932085186088,0.1069943139903544,0.025867825488975763,rep5
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,random_forest,716,716,0.04972927193957699,0.19387412026639925,0.03492450741950013,0.21163433943424229,0.06900379123041377,0.10197987547281837,rep5
