model,item_id,correlation,n_aug_runs,kind,n_items,panel_label
Claude Sonnet 4.6,10.1007_s00265-014-1741-8,0.6583258509635925,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00265-017-2330-4,0.7005777955055237,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00265-019-2667-y,0.6353764533996582,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00265-023-03380-0,0.6531442999839783,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00267-023-01825-w,0.614142119884491,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00285-010-0363-7,0.6735861897468567,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-010-0493-2,0.6973497271537781,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-014-0841-8,0.6682360768318176,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-015-0884-5,0.5511438846588135,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-018-1130-8,0.6744393110275269,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-020-01284-w,0.6590655446052551,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-021-01363-6,0.6481130123138428,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00355-025-01604-y,0.6808162927627563,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s00406-013-0392-5,0.6493707299232483,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10058-012-0120-z,0.6008175611495972,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10144-013-0423-0,0.6618378162384033,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10458-010-9122-9,0.6336491107940674,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10458-016-9338-4,0.6460837721824646,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10458-025-09698-5,0.6629518866539001,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10479-017-2412-8,0.667067289352417,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-004-5155-2,0.6323373317718506,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-007-9065-y,0.6731817722320557,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-012-9327-1,0.6336787939071655,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-012-9341-3,0.6777076125144958,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-013-9401-3,0.6868860721588135,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10539-023-09936-8,0.6643313765525818,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10551-011-0795-z,0.6709221601486206,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10551-020-04664-5,0.6691113114356995,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10551-024-05865-y,0.6428213119506836,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10551-025-05998-8,0.6501160264015198,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10584-010-0014-4,0.6729390025138855,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10584-016-1838-3,0.6654571890830994,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10588-008-9053-z,0.6255323886871338,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10588-009-9056-4,0.6828075647354126,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10588-013-9170-1,0.6930893659591675,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10588-015-9205-x,0.6349647045135498,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10588-017-9244-6,0.6797999143600464,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10611-018-9768-9,0.6319594383239746,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10614-008-9154-2,0.6686451435089111,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10614-020-10003-7,0.616525411605835,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10614-020-10017-1,0.6579280495643616,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-006-9046-7,0.6521852612495422,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-015-9879-z,0.6717000007629395,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-017-0126-7,0.5961618423461914,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-020-00419-y,0.626328706741333,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-020-00526-w,0.6480608582496643,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-021-00591-9,0.6484550833702087,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-023-00759-5,0.6558961272239685,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10640-025-00970-6,0.6493934988975525,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10645-008-9094-1,0.6483836770057678,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10657-016-9532-5,0.6754136681556702,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10657-019-09615-8,0.6420344114303589,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10663-024-09623-1,0.6121626496315002,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10668-024-05335-5,0.7055115103721619,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-005-0869-9,0.641339123249054,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-006-9153-x,0.6721502542495728,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-007-9171-3,0.5989766716957092,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-010-9257-1,0.6273985505104065,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-010-9266-0,0.6377159953117371,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-010-9267-z,0.6698017120361328,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-011-9272-x,0.675358772277832,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-011-9281-9,0.6993576884269714,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-011-9292-6,0.6573924422264099,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-013-9354-z,0.6699255108833313,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-013-9360-1,0.6127327680587769,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-013-9367-7,0.6886014342308044,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-013-9389-1,0.6806264519691467,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-014-9393-0,0.66079181432724,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-014-9402-3,0.6747168302536011,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-014-9405-0,0.652694821357727,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-015-9452-1,0.6284703016281128,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-015-9466-8,0.6415308713912964,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-017-9527-2,0.6224676966667175,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-017-9539-y,0.6930462718009949,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-018-9592-1,0.6320516467094421,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-019-09609-y,0.6754141449928284,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-019-09629-8,0.6613783836364746,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-020-09652-0,0.6699028015136719,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-021-09737-4,0.6723039746284485,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10683-022-09758-7,0.6656776070594788,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10816-013-9186-3,0.6466167569160461,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10816-013-9194-3,0.6691175699234009,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10955-012-0661-0,0.6495261192321777,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10955-012-0679-3,0.6566122770309448,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s10955-018-2012-2,0.647757351398468,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11031-014-9395-4,0.6545829772949219,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11047-016-9546-5,0.6313095688819885,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11071-019-05010-9,0.6755766272544861,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11071-020-05965-0,0.6749020218849182,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11071-023-08297-x,0.6323732733726501,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-006-9075-3,0.6353276371955872,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-007-9269-3,0.6735304594039917,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-010-9665-y,0.6574581265449524,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-016-0319-6,0.6382046341896057,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-018-0622-5,0.6556784510612488,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-020-00868-5,0.6858789324760437,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11127-021-00925-7,0.635516345500946,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11211-008-0064-1,0.6782904267311096,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11211-017-0300-7,0.6259866952896118,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11229-022-03743-6,0.6470388770103455,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-004-3672-8,0.6686617732048035,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-013-9356-5,0.6962580680847168,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-013-9382-3,0.6688195466995239,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-015-9527-7,0.6568856835365295,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-016-9572-x,0.6481438875198364,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-021-09864-7,0.6684936285018921,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-022-09897-6,0.6483651995658875,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-023-09929-9,0.6432797908782959,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-023-09931-1,0.5769513249397278,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11238-024-09977-9,0.6700862646102905,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11245-014-9294-z,0.6542906761169434,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11269-017-1661-2,0.6497593522071838,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11284-006-0070-4,0.6866303086280823,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11284-006-0163-0,0.6257591247558594,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11284-013-1066-5,0.6414739489555359,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11403-007-0027-x,0.628677487373352,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11403-015-0146-8,0.6767933964729309,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11403-017-0195-2,0.6832709312438965,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11403-022-00363-8,0.6812633275985718,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11427-010-0007-6,0.6734198331832886,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11427-010-4016-2,0.6719238758087158,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11432-010-4145-z,0.6647179126739502,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11432-023-4170-3,0.6297979950904846,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11538-024-01344-7,0.6634188890457153,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11538-025-01422-4,0.6559370756149292,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11558-025-09594-3,0.6379537582397461,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s11846-016-0209-9,0.6722211241722107,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12064-024-00432-5,0.6885561943054199,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-002-1012-7,0.5823804140090942,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-002-1016-3,0.6488783955574036,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-005-1000-9,0.7167435884475708,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-009-9072-6,0.6788169741630554,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-012-9136-x,0.6567486524581909,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-017-9298-7,0.6709811091423035,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12110-024-09483-5,0.6304173469543457,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12144-019-0129-3,0.6644757986068726,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12144-023-04746-3,0.6670278906822205,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12144-023-05029-7,0.6654167175292969,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s12144-024-06961-y,0.6817196011543274,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-010-0001-4,0.6962658762931824,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-011-0020-9,0.6387559175491333,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-013-0094-7,0.6691545844078064,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-017-0230-x,0.6383424997329712,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-019-00339-7,0.6690697073936462,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-022-00485-5,0.6141413450241089,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-023-00533-8,0.657770574092865,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13235-025-00619-5,0.6400575041770935,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s13280-019-01284-w,0.6648532748222351,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40305-021-00350-z,0.6539140939712524,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40503-016-0035-0,0.6814712882041931,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40750-020-00143-3,0.6659825444221497,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40822-020-00144-3,0.6584844589233398,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40881-021-00101-z,0.6229482889175415,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40881-023-00137-3,0.6872466802597046,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40881-023-00153-3,0.7235457897186279,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40881-023-00157-z,0.6656990051269531,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40881-023-00159-x,0.6318284869194031,5,individual_papers,1.0,"2,011 individual papers"
Claude Sonnet 4.6,10.1007_s40888-022-00287-3,0.64729905128479,5,individual_papers,1.0,"2,011 individual papers"
