model,source_id,correlation
GPT-5 Mini,10.1007_s10683-011-9292-6,0.8286690049052144
GPT-5 Mini,10.1016_j.chieco.2024.102267,0.8290194845639126
GPT-5 Mini,10.1002_mde.4492,0.8290752511983993
GPT-5 Mini,10.1002_(sici)1099-1727(199721)13_1_33__Aid-sd,0.8293406680679771
GPT-5 Mini,10.1007_s10683-011-9272-x,0.8298563794294849
GPT-5 Mini,10.1007_s10816-013-9194-3,0.8302349013420778
GPT-5 Mini,10.1016_j.amc.2025.129562,0.8307044716368709
GPT-5 Mini,10.1007_s10683-017-9527-2,0.8308877101554845
GPT-5 Mini,10.1007_s10539-004-5155-2,0.8331171335844689
GPT-5 Mini,10.1016_j.cognition.2017.01.017,0.8331854283507354
GPT-5 Mini,10.1016_j.amc.2024.129156,0.8333182496079523
GPT-5 Mini,10.1007_s00265-019-2667-y,0.833371894176417
GPT-5 Mini,10.1006_jtbi.2001.2406,0.8334369082937585
GPT-5 Mini,10.1016_j.chaos.2019.109518,0.8338693068439768
GPT-5 Mini,10.1007_s11238-023-09929-9,0.8350163428078361
GPT-5 Mini,10.1016_j.chaos.2016.08.015,0.8350860356933648
GPT-5 Mini,10.1016_j.anbehav.2016.01.010,0.8361785917816847
GPT-5 Mini,10.1007_s001820050100,0.8362451240867169
GPT-5 Mini,10.1007_s11127-010-9665-y,0.8369234461751828
GPT-5 Mini,10.1007_s00267-023-01825-w,0.8370871163081536
GPT-5 Mini,10.1016_j.chaos.2022.112413,0.8376774944798694
GPT-5 Mini,10.1002_bdm.2012,0.8378089000705375
GPT-5 Mini,10.1007_s10683-021-09737-4,0.8382656827582873
GPT-5 Mini,10.1007_s10683-013-9354-z,0.8385712604939997
GPT-5 Mini,10.1007_s11538-025-01422-4,0.8395000759940437
GPT-5 Mini,10.1007_s10640-020-00419-y,0.8398120464225574
GPT-5 Mini,10.1016_j.chaos.2019.109422,0.8398229772730811
GPT-5 Mini,10.1007_s10955-012-0661-0,0.8403210031146733
GPT-5 Mini,10.1016_j.amc.2021.126590,0.8405799744486047
GPT-5 Mini,10.1016_j.amc.2018.01.045,0.8406069690848822
GPT-5 Mini,10.1007_s11558-025-09594-3,0.8413248166153999
GPT-5 Mini,10.1002_cplx.20289,0.8428391577030641
GPT-5 Mini,10.1016_j.chaos.2025.116255,0.8441356263294052
GPT-5 Mini,10.1016_j.amc.2024.128745,0.844208753478819
GPT-5 Mini,10.1016_j.chaos.2023.113519,0.8444565932928905
GPT-5 Mini,10.1016_j.amc.2020.125063,0.8445785063849653
GPT-5 Mini,10.1007_s40881-023-00153-3,0.8458655204753824
GPT-5 Mini,10.1016_j.amc.2021.126586,0.8460789166259456
GPT-5 Mini,10.1007_s11403-015-0146-8,0.8465373079829156
GPT-5 Mini,10.1016_j.amc.2025.129381,0.8467508188412621
GPT-5 Mini,10.1016_j.chaos.2021.111663,0.847116894657628
GPT-5 Mini,10.1002_ejsp.3171,0.8476610381475438
GPT-5 Mini,10.1007_s10683-010-9266-0,0.847741259400713
GPT-5 Mini,10.1002_ejsp.506,0.8487181434110025
GPT-5 Mini,10.1016_j.chaos.2023.113319,0.849252500965095
GPT-5 Mini,10.1016_j.amc.2025.129309,0.8494015486676687
GPT-5 Mini,10.1016_j.amc.2022.127308,0.8500785486563591
GPT-5 Mini,10.1007_s10458-025-09698-5,0.8507655538921947
GPT-5 Mini,10.1007_978-981-13-2769-8_2,0.8510408187677185
GPT-5 Mini,10.1016_j.chaos.2016.12.008,0.851059388260608
GPT-5 Mini,10.1007_s00182-015-0520-8,0.8517191984971203
GPT-5 Mini,10.1016_j.amc.2024.128646,0.8524106825839303
GPT-5 Mini,10.1007_s00191-021-00739-2,0.8526435551776369
GPT-5 Mini,10.1016_j.amc.2020.125705,0.8527917792940841
GPT-5 Mini,10.1007_978-0-387-72596-3_7,0.8530583950898515
GPT-5 Mini,10.1016_j.chaos.2023.113552,0.853276827784907
GPT-5 Mini,10.1007_978-981-10-6439-5_8,0.8534577539355236
GPT-5 Mini,10.1007_s00355-014-0841-8,0.8546181449432271
GPT-5 Mini,10.1016_j.chaos.2018.12.040,0.8547583300643722
GPT-5 Mini,10.1007_s11238-013-9356-5,0.855356490036984
GPT-5 Mini,10.1007_s10458-010-9122-9,0.8561941630046913
GPT-5 Mini,10.1007_s10683-005-0869-9,0.8563057147488435
GPT-5 Mini,10.1016_j.amc.2024.128864,0.856455742636419
GPT-5 Mini,10.1007_s11127-018-0622-5,0.8565714099876256
GPT-5 Mini,10.1016_j.chaos.2018.03.029,0.8577729893088408
GPT-5 Mini,10.1016_j.chaos.2013.07.016,0.8578507951060045
GPT-5 Mini,10.1016_j.beproc.2012.06.001,0.8578835936242866
GPT-5 Mini,10.1016_j.amc.2018.11.029,0.8582101743927031
GPT-5 Mini,10.1007_s40750-020-00143-3,0.8583709460319234
GPT-5 Mini,10.1007_s001820050124,0.8586772478436839
GPT-5 Mini,10.1007_s11427-010-0007-6,0.8588734774933288
GPT-5 Mini,10.1007_s00406-013-0392-5,0.859379195122896
GPT-5 Mini,10.1016_j.amc.2017.04.017,0.859531663670679
GPT-5 Mini,10.1016_j.amc.2017.08.049,0.8596836496455097
GPT-5 Mini,10.1016_j.chaos.2018.03.036,0.8597962015825673
GPT-5 Mini,10.1016_j.amc.2023.128445,0.8601071567325345
GPT-5 Mini,10.1002_bdm.2243,0.8603437602746864
GPT-5 Mini,10.1007_s11432-010-4145-z,0.8604602096160276
GPT-5 Mini,10.1006_jtbi.2000.2111,0.8606724287241245
GPT-5 Mini,10.1016_0165-1889(94)00848-1,0.8610483881297903
GPT-5 Mini,10.1007_s10663-024-09623-1,0.8614441508981273
GPT-5 Mini,10.1016_j.amc.2020.125250,0.8621369896834061
GPT-5 Mini,10.1002_bdm.2273,0.8625272972622208
GPT-5 Mini,10.1007_s10683-015-9466-8,0.8638150992101697
GPT-5 Mini,10.1007_s10640-021-00591-9,0.8643943713166649
GPT-5 Mini,10.1007_s10683-020-09652-0,0.8643990213896583
GPT-5 Mini,10.1016_j.amc.2025.129367,0.8646491358177644
GPT-5 Mini,10.1006_jtbi.2000.1089,0.8652111970185173
GPT-5 Mini,10.1007_s10611-018-9768-9,0.8654262113008702
GPT-5 Mini,10.1016_j.chaos.2022.112987,0.8655193034083841
GPT-5 Mini,10.1007_978-3-319-29354-7_9,0.8655214116238881
GPT-5 Mini,10.1007_s10683-019-09609-y,0.8655355309956312
GPT-5 Mini,10.1007_s10683-017-9539-y,0.8655556301547241
GPT-5 Mini,10.1007_s13235-019-00339-7,0.8662173541467417
GPT-5 Mini,10.1016_j.chaos.2023.113236,0.8668670944607214
GPT-5 Mini,10.1006_jeth.2000.2655,0.8671149326319882
GPT-5 Mini,10.1007_s11403-017-0195-2,0.8673081020625747
GPT-5 Mini,10.1007_s11031-014-9395-4,0.8676189758205818
GPT-5 Mini,10.1007_s11071-023-08297-x,0.8677121867006274
GPT-5 Mini,10.1016_j.chaos.2022.112849,0.8678392475717678
GPT-5 Mini,10.1016_j.chaos.2021.111229,0.8693241116909244
GPT-5 Mini,10.1007_s12064-024-00432-5,0.8695080258796756
GPT-5 Mini,10.1007_s10539-012-9341-3,0.8697051266869985
GPT-5 Mini,10.1016_j.chaos.2022.112298,0.8698627449743261
GPT-5 Mini,10.1007_s11432-023-4170-3,0.8698696789430289
GPT-5 Mini,10.1016_j.chaos.2024.115095,0.8700039987842676
GPT-5 Mini,10.1007_s40822-020-00144-3,0.8700846750278225
GPT-5 Mini,10.1007_s40888-022-00287-3,0.8701503427605165
GPT-5 Mini,10.1007_s12110-024-09483-5,0.8710214919570688
GPT-5 Mini,10.1016_j.amc.2022.127723,0.8717399535719277
GPT-5 Mini,10.1016_j.chaos.2023.114031,0.8718811998699721
GPT-5 Mini,10.1007_s12144-024-06961-y,0.8724674191634983
GPT-5 Mini,10.1007_s00265-004-0885-3,0.8727899517651336
GPT-5 Mini,10.1016_j.amc.2025.129545,0.8728487954199807
GPT-5 Mini,10.1016_j.chaos.2023.113218,0.8730052485533518
GPT-5 Mini,10.1016_j.amc.2023.127853,0.8734493356362136
GPT-5 Mini,10.1016_j.amc.2022.127612,0.8742413999376976
GPT-5 Mini,10.1007_s12110-005-1000-9,0.8746336788658666
GPT-5 Mini,10.1016_j.chaos.2024.114754,0.8748342164152517
GPT-5 Mini,10.1016_j.anbehav.2023.08.014,0.8751717670839348
GPT-5 Mini,10.1016_j.chaos.2022.112747,0.8752723044481797
GPT-5 Mini,10.1002_soej.12391,0.8755853629284682
GPT-5 Mini,10.1007_s10955-018-2012-2,0.875889480513087
GPT-5 Mini,10.1016_j.chaos.2012.01.004,0.8768450611851956
GPT-5 Mini,10.1007_s11071-020-05965-0,0.8768811633957938
GPT-5 Mini,10.1016_j.amc.2023.128168,0.8771476108510271
GPT-5 Mini,10.1016_j.chaos.2023.113669,0.8773937008258764
GPT-5 Mini,10.1016_j.amc.2021.126433,0.8777148446961394
GPT-5 Mini,10.1002_hbm.25874,0.8777372625057097
GPT-5 Mini,10.1016_j.amc.2022.127703,0.8781421948217993
GPT-5 Mini,10.1016_j.chaos.2019.109517,0.8787819366519032
GPT-5 Mini,10.1016_j.chaos.2017.06.015,0.8788055101588962
GPT-5 Mini,10.1007_s10683-006-9153-x,0.8788959964658911
GPT-5 Mini,10.1007_s00191-010-0204-2,0.8791818082949993
GPT-5 Mini,10.1007_s10640-006-9046-7,0.8793771954774728
GPT-5 Mini,10.1016_j.amc.2018.10.068,0.8793835699131122
GPT-5 Mini,10.1016_j.chaos.2020.109715,0.8805679396639258
GPT-5 Mini,10.1007_s00199-008-0421-1,0.8806788966961931
GPT-5 Mini,10.1007_s10683-014-9405-0,0.8815402855161396
GPT-5 Mini,10.1007_s11127-007-9269-3,0.8816079924334552
GPT-5 Mini,10.1016_j.asej.2022.102006,0.881853382325274
GPT-5 Mini,10.1007_s00191-020-00720-5,0.8821897709572559
GPT-5 Mini,10.1016_j.amc.2023.128350,0.8827402926790914
GPT-5 Mini,10.1007_s10551-011-0795-z,0.8828776918592265
GPT-5 Mini,10.1016_j.amc.2024.128844,0.883126182454235
GPT-5 Mini,10.1007_s00182-014-0419-9,0.8832782822065924
GPT-5 Mini,10.1016_j.chaos.2017.10.016,0.8844649157856875
GPT-5 Mini,10.1016_j.actpsy.2020.103055,0.8853367303177806
GPT-5 Mini,10.1016_j.amc.2022.127818,0.8854300057160034
GPT-5 Mini,10.1007_s00265-004-0782-9,0.8861843986946062
GPT-5 Mini,10.1016_j.amc.2015.01.040,0.8869598910357795
GPT-5 Mini,10.1016_j.chaos.2019.01.004,0.8872371039854414
GPT-5 Mini,10.1016_j.chaos.2025.116297,0.8873933222834494
GPT-5 Mini,10.1007_s10614-008-9154-2,0.8875871778775993
GPT-5 Mini,10.1016_j.chaos.2021.111395,0.8881387342869611
GPT-5 Mini,10.1007_s41412-019-00093-6,0.8881444148605849
GPT-5 Mini,10.1016_j.chaos.2018.02.035,0.8886737917023154
GPT-5 Mini,10.1016_j.chaos.2023.113295,0.8887906628918071
GPT-5 Mini,10.1016_j.biosystems.2024.105362,0.888953812001546
GPT-5 Mini,10.1002_per.474,0.8893440407442857
GPT-5 Mini,10.1016_j.chaos.2022.111948,0.8898861892697507
GPT-5 Mini,10.1016_j.chaos.2019.109423,0.8904096421168359
GPT-5 Mini,10.1007_s00191-013-0328-2,0.8905550888507551
GPT-5 Mini,10.1016_j.amc.2021.126047,0.8910230142185626
GPT-5 Mini,10.1016_j.chieco.2022.101826,0.8914606020462381
GPT-5 Mini,10.1007_s10479-017-2412-8,0.8920744416682362
GPT-5 Mini,10.1016_j.actpsy.2023.103957,0.8922599337000844
GPT-5 Mini,10.1007_s13280-019-01284-w,0.8926057521844479
GPT-5 Mini,10.1007_s10588-009-9056-4,0.8928625561584266
GPT-5 Mini,10.1016_j.amc.2024.129249,0.8929306270105097
GPT-5 Mini,10.1002_ejsp.227,0.893308214162306
GPT-5 Mini,10.1016_j.chaos.2024.114547,0.8936482943761181
GPT-5 Mini,10.1006_game.1998.0638,0.8942193320087909
GPT-5 Mini,10.1007_s11284-006-0163-0,0.8944947167690701
GPT-5 Mini,10.1016_j.biosystems.2018.10.015,0.8945058603790033
GPT-5 Mini,10.1016_j.chaos.2023.113318,0.8946791542249193
GPT-5 Mini,10.1016_j.chaos.2025.116323,0.8948478844380786
GPT-5 Mini,10.1002_evan.21944,0.8951548154092952
GPT-5 Mini,10.1016_j.amc.2019.06.038,0.8965455283894338
GPT-5 Mini,10.1007_s10588-008-9053-z,0.8965637962386276
GPT-5 Mini,10.1007_s13235-023-00533-8,0.8969412547917792
GPT-5 Mini,10.1016_j.chaos.2024.115778,0.897703003610004
GPT-5 Mini,10.1002_soej.12487,0.8978477892549727
GPT-5 Mini,10.1007_s13235-022-00485-5,0.8978844918473358
GPT-5 Mini,10.1016_j.amc.2022.127069,0.897904200381494
GPT-5 Mini,10.1016_j.chaos.2018.01.019,0.898172311349214
GPT-5 Mini,10.1007_s10683-010-9257-1,0.8982010568534424
GPT-5 Mini,10.1002_bdm.2208,0.898558362918098
GPT-5 Mini,10.1016_j.amc.2023.128484,0.898973104665291
GPT-5 Mini,10.1016_j.amc.2020.125698,0.8991193647387143
GPT-5 Mini,10.1007_s11284-006-0070-4,0.8996265624646298
GPT-5 Mini,10.1016_j.chaos.2016.10.003,0.8997290251710183
GPT-5 Mini,10.1007_s10640-020-00526-w,0.8997643360320864
GPT-5 Mini,10.1007_s13235-025-00619-5,0.9000456484442705
GPT-5 Mini,10.1016_j.amc.2023.128247,0.9003671308231537
GPT-5 Mini,10.1016_j.amc.2021.126074,0.9008054754792176
GPT-5 Mini,10.1016_j.amc.2025.129397,0.900820552659054
GPT-5 Mini,10.1016_j.chaos.2025.116135,0.9008748691678735
GPT-5 Mini,10.1007_s11071-019-05010-9,0.9016166875565423
GPT-5 Mini,10.1006_game.1994.1035,0.9023731965289363
GPT-5 Mini,10.1007_s12144-019-0129-3,0.902599188814111
GPT-5 Mini,10.1016_j.chaos.2024.115250,0.903006255232681
GPT-5 Mini,10.1002_ijop.12257,0.9035300383535487
GPT-5 Mini,10.1016_j.amc.2019.124798,0.9039445259732926
GPT-5 Mini,10.1016_j.chaos.2025.116295,0.9039817276415553
GPT-5 Mini,10.1007_s10640-015-9879-z,0.9042187226503379
GPT-5 Mini,10.1007_s10657-016-9532-5,0.9043932605084997
GPT-5 Mini,10.1007_s11047-016-9546-5,0.9047419421880954
GPT-5 Mini,10.1002_bdm.2050,0.9047429861857342
GPT-5 Mini,10.1007_bf01074955,0.9056892917975431
GPT-5 Mini,10.1007_s12110-017-9298-7,0.9057103731814432
GPT-5 Mini,10.1007_978-3-642-02624-9_8,0.9065195410369293
GPT-5 Mini,10.1016_j.amc.2020.125835,0.9068985849926404
GPT-5 Mini,10.1016_j.amc.2019.124889,0.9076217818550023
GPT-5 Mini,10.1007_s11538-024-01344-7,0.9090848530707242
GPT-5 Mini,10.1007_s11269-017-1661-2,0.9091482281715171
GPT-5 Mini,10.1007_s10539-012-9327-1,0.9092618068702931
GPT-5 Mini,10.1016_j.chaos.2023.114385,0.9095814210395315
GPT-5 Mini,10.1007_s00285-010-0363-7,0.9097567412586948
GPT-5 Mini,10.1007_s10683-019-09629-8,0.9111543200533978
GPT-5 Mini,10.1016_j.chaos.2024.114545,0.9116497770781199
GPT-5 Mini,10.1007_s11403-007-0027-x,0.9117275643380195
GPT-5 Mini,10.1016_j.chaos.2025.116298,0.9121214958767265
GPT-5 Mini,10.1007_s10683-015-9452-1,0.9121365900380957
GPT-5 Mini,10.1016_j.amc.2023.128172,0.9126178969750999
GPT-5 Mini,10.1016_0272-4944(95)90005-5,0.9126516663205994
GPT-5 Mini,10.1007_s10144-013-0423-0,0.9127023766335085
GPT-5 Mini,10.1002_cplx.20244,0.9132085654799212
GPT-5 Mini,10.1007_s10683-013-9389-1,0.9142137864982358
GPT-5 Mini,10.1007_s10539-007-9065-y,0.9143665973977552
GPT-5 Mini,10.1007_s10588-017-9244-6,0.9143928009853738
GPT-5 Mini,10.1016_j.amc.2019.124945,0.914720861157596
GPT-5 Mini,10.1007_s11229-022-03743-6,0.9147826830457553
GPT-5 Mini,10.1007_s10551-020-04664-5,0.9159684129403526
GPT-5 Mini,10.1007_s42001-019-00049-5,0.9161990167489684
GPT-5 Mini,10.1016_j.actpsy.2025.105088,0.916450358161129
GPT-5 Mini,10.1007_s11846-016-0209-9,0.9175702477196357
GPT-5 Mini,10.1007_s11284-013-1066-5,0.9180914190782776
GPT-5 Mini,10.1016_j.bandc.2012.09.009,0.9182264381640569
GPT-5 Mini,10.1016_j.chaos.2024.114651,0.9192239976375893
GPT-5 Mini,10.1007_s10588-013-9170-1,0.9200080877644242
GPT-5 Mini,10.1016_0162-3095(92)90032-y,0.9207877161784428
GPT-5 Mini,10.1007_s00191-013-0306-8,0.9216354328993998
GPT-5 Mini,10.1007_s00265-023-03380-0,0.921876605314925
GPT-5 Mini,10.1007_s10614-020-10003-7,0.922508261087556
GPT-5 Mini,10.1016_j.amc.2020.125600,0.922894445047182
GPT-5 Mini,10.1007_s00265-017-2330-4,0.9239975647193829
GPT-5 Mini,10.1007_s00199-018-1146-4,0.9245279328404215
GPT-5 Mini,10.1016_j.chaos.2015.06.002,0.9247062536636178
GPT-5 Mini,10.1016_j.chaos.2024.114859,0.924711678247126
GPT-5 Mini,10.1007_s11245-014-9294-z,0.9252240120217383
GPT-5 Mini,10.1016_j.amc.2022.127578,0.9263604118891754
GPT-5 Mini,10.1007_s10640-023-00759-5,0.9345715056988699
GPT-5 Mini,10.1007_s00265-014-1741-8,0.9349452390482279
GPT-5 Mini,10.1007_7854_2016_445,0.9353279223498668
GPT-5 Mini,10.1007_s11211-008-0064-1,0.9407585516157274
GPT-5 Mini,10.1016_0303-2647(96)01604-8,0.9411155877225631
GPT-5 Mini,10.1016_b978-0-12-404681-8.00010-8,0.943752273526015
GPT-5 Mini,10.1006_jtbi.1996.0286,0.9437543918053909
GPT-5 Mini,10.1007_s12110-002-1016-3,0.9456530446635266
GPT-5 Mini,10.1007_978-3-642-18137-5_14,0.9460205591181506
GPT-5 Mini,10.1007_s10668-024-05335-5,0.9465616203672566
GPT-5 Mini,10.1006_jtbi.1998.0685,0.9473274508560743
GPT-5 Mini,10.1007_s13235-010-0001-4,0.948245892964518
GPT-5 Mini,10.1002_soej.12626,0.9508258260146987
GPT-5 Mini,10.1007_s10584-010-0014-4,0.950985470924806
GPT-5 Mini,10.1007_s10458-016-9338-4,0.952421598549207
GPT-5 Mini,10.1016_j.amc.2022.127567,0.9528802321390933
GPT-5 Mini,10.1007_s12110-009-9072-6,0.9528847255685279
GPT-5 Mini,10.1007_s10539-023-09936-8,0.9533296824376499
GPT-5 Mini,10.1007_978-3-642-13983-3_11,0.95441922092138
GPT-5 Mini,10.1016_j.cie.2018.02.040,0.956617571123338
GPT-5 Mini,10.1007_s10539-013-9401-3,0.9619962279492956
GPT-5 Mini,10.1007_s10816-013-9186-3,0.9636111176218091
GPT-5 Mini,10.1007_s10683-011-9281-9,0.965783940993745
GPT-5 Mini,10.1002_ajpa.1330770407,0.9886937560627895
GPT-5 Mini,10.1002_evan.21430,0.9996085177187614
GPT-5 Mini,10.1007_978-3-540-85436-4,0.9998791687343596
GPT-5 Mini,10.1007_s10584-016-1838-3,0.9999838542497715
GPT-5 Mini,10.7717_peerj.450,0.9999998598640308
GPT-5 Mini,10.5840_beq200919433,0.9999998598839589
GPT-5 Mini,10.5751_es-07532-200228,0.999999859935058
GPT-5 Mini,10.5751_es-07493-200323,0.9999998599625183
GPT-5 Mini,10.5751_es-05598-180302,0.9999998600166966
GPT-5 Mini,10.5267_j.ijiec.2022.3.001,0.9999998600403915
GPT-5 Mini,10.4284_sej.2010.76.3.638,0.9999998600506023
GPT-5 Mini,10.4284_0038-4038-2012.067,0.9999998600865823
GPT-5 Mini,10.4284_0038-4038-2011.033,0.99999986011482
GPT-5 Mini,10.3989_ris.2011.09.03,0.999999860137532
GPT-5 Mini,10.3982_te795,0.9999998601467363
GPT-5 Mini,10.3982_te5351,0.9999998601704031
GPT-5 Mini,10.3982_te2404,0.9999998601838207
GPT-5 Mini,10.3982_te2063,0.9999998602046414
GPT-5 Mini,10.3938_jkps.72.480,0.9999998602193033
GPT-5 Mini,10.3934_mbe.2023233,0.9999998602238728
GPT-5 Mini,10.3934_math.2024452,0.9999998602403248
GPT-5 Mini,10.3934_math.20241583,0.999999860253635
GPT-5 Mini,10.3934_jdg.2024013,0.9999998603053003
GPT-5 Mini,10.3846_16111699.2017.1334228,0.9999998603889398
GPT-5 Mini,10.3763_cpol.2010.0106,0.9999998604011274
GPT-5 Mini,10.34768_amcs-2021-0011,0.999999860409425
GPT-5 Mini,10.3390_w16223166,0.9999998604423556
GPT-5 Mini,10.3390_su151410997,0.9999998604511846
GPT-5 Mini,10.3390_su141912809,0.999999860459242
GPT-5 Mini,10.3390_su141912785,0.9999998604735048
GPT-5 Mini,10.3390_su12198175,0.9999998604873022
GPT-5 Mini,10.3390_su10124585,0.9999998605001115
GPT-5 Mini,10.3390_math12243919,0.9999998605115554
GPT-5 Mini,10.3390_math10152823,0.999999860527151
GPT-5 Mini,10.3390_g15030016,0.999999860541989
GPT-5 Mini,10.3390_g14050065,0.999999860550381
GPT-5 Mini,10.3390_g14030042,0.9999998605603146
GPT-5 Mini,10.3390_g12030063,0.9999998605672445
