model,source_id,correlation,baseline_correlation
GPT-5 Mini,10.1073_pnas.2403386121,0.5167344212532043,0.5310259892384347
GPT-5 Mini,10.1037_1089-2680.11.2.142,0.5167800784111023,0.5310259892384347
GPT-5 Mini,10.1007_s00191-004-0212-1,0.5169867873191833,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0061458,0.5172728300094604,0.5310259892384347
GPT-5 Mini,10.1016_j.jpubeco.2007.04.005,0.51730877161026,0.5310259892384347
GPT-5 Mini,10.1038_ncomms6306,0.5173413157463074,0.5310259892384347
GPT-5 Mini,10.1016_j.amc.2021.126797,0.5173753499984741,0.5310259892384347
GPT-5 Mini,10.1016_j.socnet.2012.05.003,0.5175349116325378,0.5310259892384347
GPT-5 Mini,10.1006_obhd.1995.1015,0.5176526308059692,0.5310259892384347
GPT-5 Mini,10.1016_j.physa.2022.128097,0.5177558660507202,0.5310259892384347
GPT-5 Mini,10.1073_pnas.2408802121,0.5178319215774536,0.5310259892384347
GPT-5 Mini,10.4284_0038-4038-2012.067,0.517875611782074,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0236544,0.5180495381355286,0.5310259892384347
GPT-5 Mini,10.1016_j.jebo.2025.106930,0.5182260274887085,0.5310259892384347
GPT-5 Mini,10.1038_s41598-023-41886-9,0.5185145735740662,0.5310259892384347
GPT-5 Mini,10.1016_j.joep.2010.07.002,0.5185296535491943,0.5310259892384347
GPT-5 Mini,10.3390_g12030063,0.5185569524765015,0.5310259892384347
GPT-5 Mini,10.3389_fpsyg.2025.1465057,0.518596887588501,0.5310259892384347
GPT-5 Mini,10.1016_j.physleta.2023.128879,0.5186408758163452,0.5310259892384347
GPT-5 Mini,10.1016_j.evolhumbehav.2007.08.002,0.5186739563941956,0.5310259892384347
GPT-5 Mini,10.1098_rspb.2012.2498,0.5188751816749573,0.5310259892384347
GPT-5 Mini,10.1023_a_1023952115422,0.5189908742904663,0.5310259892384347
GPT-5 Mini,10.1098_rspb.2015.1975,0.519044816493988,0.5310259892384347
GPT-5 Mini,10.1038_s41598-017-02952-1,0.5191819071769714,0.5310259892384347
GPT-5 Mini,10.1126_sciadv.aay7651,0.5194573402404785,0.5310259892384347
GPT-5 Mini,10.1628_jite-2020-0050,0.5195910930633545,0.5310259892384347
GPT-5 Mini,10.1038_srep17752,0.5197763442993164,0.5310259892384347
GPT-5 Mini,10.1111_jssr.12045,0.5199370384216309,0.5310259892384347
GPT-5 Mini,10.1002_bdm.1976,0.5200611352920532,0.5310259892384347
GPT-5 Mini,10.1016_j.jeem.2013.04.004,0.5201921463012695,0.5310259892384347
GPT-5 Mini,10.1073_pnas.1115219109,0.520251452922821,0.5310259892384347
GPT-5 Mini,10.3846_16111699.2017.1334228,0.5204827189445496,0.5310259892384347
GPT-5 Mini,10.1017_jdm.2025.1,0.5205493569374084,0.5310259892384347
GPT-5 Mini,10.1016_j.amc.2021.126624,0.5205869674682617,0.5310259892384347
GPT-5 Mini,10.1016_j.knosys.2019.07.006,0.5207067131996155,0.5310259892384347
GPT-5 Mini,10.1016_j.chaos.2019.04.015,0.5207940340042114,0.5310259892384347
GPT-5 Mini,10.1177_0048393108315509,0.5208249688148499,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0267153,0.5209362506866455,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0166437,0.5210406184196472,0.5310259892384347
GPT-5 Mini,10.18564_jasss.2647,0.521209180355072,0.5310259892384347
GPT-5 Mini,10.1023_B_ACBI.0000043440.36462.1a,0.5212606191635132,0.5310259892384347
GPT-5 Mini,10.1016_j.physleta.2018.04.031,0.5212897062301636,0.5310259892384347
GPT-5 Mini,10.1177_0022002711420971,0.5214152336120605,0.5310259892384347
GPT-5 Mini,10.1111_roiw.12092,0.521558940410614,0.5310259892384347
GPT-5 Mini,10.1016_j.jdeveco.2022.102845,0.5217605233192444,0.5310259892384347
GPT-5 Mini,10.1016_j.jebo.2016.06.010,0.5221659541130066,0.5310259892384347
GPT-5 Mini,10.1016_j.socec.2016.08.008,0.5221836566925049,0.5310259892384347
GPT-5 Mini,10.1016_j.jtbi.2012.11.034,0.5223584771156311,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0117183,0.5223996639251709,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0114976,0.5225432515144348,0.5310259892384347
GPT-5 Mini,10.1177_1043463115576138,0.5225582718849182,0.5310259892384347
GPT-5 Mini,10.1371_journal.pone.0105126,0.5226374864578247,0.5310259892384347
GPT-5 Mini,10.1016_j.jebo.2014.07.005,0.5226789712905884,0.5310259892384347
