model,source_id,correlation,baseline_correlation
GPT-5.1,10.1016_j.jebo.2011.01.017,0.06875207051634788,0.6166538481658772
GPT-5.1,10.1007_s00199-007-0212-0,0.109574693441391,0.6166538481658772
GPT-5.1,10.1111_j.1740-1461.2010.01197.x,0.16524954624474048,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0045093,0.1714353919029236,0.6166538481658772
GPT-5.1,10.2307_2669365,0.17826862409710884,0.6166538481658772
GPT-5.1,10.1007_s00355-015-0884-5,0.27768813669681547,0.6166538481658772
GPT-5.1,10.1111_jels.12231,0.30947981476783754,0.6166538481658772
GPT-5.1,10.1111_1467-6435.00140,0.3113345056772232,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2008.06.017,0.3127498298883438,0.6166538481658772
GPT-5.1,10.1177_1043463115576138,0.3189830869436264,0.6166538481658772
GPT-5.1,10.1093_qje_qjaa035,0.33981517255306243,0.6166538481658772
GPT-5.1,10.1037_npe0000009,0.3457517743110657,0.6166538481658772
GPT-5.1,10.1016_j.evolhumbehav.2007.08.002,0.34666125774383544,0.6166538481658772
GPT-5.1,10.1016_j.euroecorev.2012.05.003,0.35151921808719633,0.6166538481658772
GPT-5.1,10.1016_j.geb.2009.09.004,0.3580774962902069,0.6166538481658772
GPT-5.1,10.1177_00483931231181168,0.3676275432109833,0.6166538481658772
GPT-5.1,10.1111_j.1468-0297.2009.02288.x,0.36869977414608,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2017.03.002,0.3704266607761383,0.6166538481658772
GPT-5.1,10.1037_1089-2680.11.2.142,0.374634838104248,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2015.03.009,0.37817035913467406,0.6166538481658772
GPT-5.1,10.1016_j.conb.2004.10.007,0.38082406520843504,0.6166538481658772
GPT-5.1,10.4284_0038-4038-2012.067,0.3846660315990448,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2015.12.012,0.38816930651664733,0.6166538481658772
GPT-5.1,10.1080_00036846.2011.591740,0.3893563270568848,0.6166538481658772
GPT-5.1,10.3389_fpsyg.2015.00729,0.38990152478218076,0.6166538481658772
GPT-5.1,10.1002_per.830,0.3900223791599274,0.6166538481658772
GPT-5.1,10.1257_aer.102.7.3317,0.39028200507164,0.6166538481658772
GPT-5.1,10.1111_j.1467-937X.2010.00608.x,0.39095019102096557,0.6166538481658772
GPT-5.1,10.1086_731967,0.3922816276550293,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2008.02.006,0.3924621880054474,0.6166538481658772
GPT-5.1,10.1007_s40881-021-00101-z,0.39318388402462007,0.6166538481658772
GPT-5.1,10.1109_tnsm.2015.2397883,0.3949058592319489,0.6166538481658772
GPT-5.1,10.1016_j.physleta.2018.10.001,0.3957646667957306,0.6166538481658772
GPT-5.1,10.1016_j.socec.2019.101478,0.3966358184814453,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0188503,0.4000196993350983,0.6166538481658772
GPT-5.1,10.1007_s10683-017-9527-2,0.4032531201839447,0.6166538481658772
GPT-5.1,10.1093_jleo_ewp039,0.4052262604236603,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0282112,0.40880005359649657,0.6166538481658772
GPT-5.1,10.1016_j.pursup.2017.11.006,0.41213173866271974,0.6166538481658772
GPT-5.1,10.1140_epjb_e2020-100618-x,0.41355257034301757,0.6166538481658772
GPT-5.1,10.1098_rspb.2009.1480,0.4158548295497894,0.6166538481658772
GPT-5.1,10.1111_jpet.12350,0.41775035560131074,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0166101,0.4178730666637421,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2023.01.012,0.4188306152820587,0.6166538481658772
GPT-5.1,10.1086_684229,0.41948350667953493,0.6166538481658772
GPT-5.1,10.1093_aler_aht010,0.42063188552856445,0.6166538481658772
GPT-5.1,10.1111_ecin.12797,0.4208206534385681,0.6166538481658772
GPT-5.1,10.1142_s0129183121501278,0.4212527096271515,0.6166538481658772
GPT-5.1,10.1103_PhysRevE.83.036101,0.42136369943618773,0.6166538481658772
GPT-5.1,10.1007_s11238-013-9382-3,0.42213050127029417,0.6166538481658772
GPT-5.1,10.1017_s0266267110000374,0.4221867203712463,0.6166538481658772
GPT-5.1,10.1007_s11238-023-09931-1,0.4229648530483246,0.6166538481658772
GPT-5.1,10.1038_ncomms1442,0.42331798672676085,0.6166538481658772
GPT-5.1,10.1016_j.joep.2012.12.003,0.4236491143703461,0.6166538481658772
GPT-5.1,10.1002_ird.2704,0.4244820773601532,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2012.08.003,0.42542927861213686,0.6166538481658772
GPT-5.1,10.1016_j.geb.2012.10.011,0.4259636878967285,0.6166538481658772
GPT-5.1,10.5751_es-07532-200228,0.4267033964395523,0.6166538481658772
GPT-5.1,10.1016_j.obhdp.2011.05.007,0.4269276142120361,0.6166538481658772
GPT-5.1,10.1111_j.1542-4774.2011.01059.x,0.42701128125190735,0.6166538481658772
GPT-5.1,10.1209_0295-5075_93_58001,0.42701245546340943,0.6166538481658772
GPT-5.1,10.1086_696880,0.4277920305728912,0.6166538481658772
GPT-5.1,10.1111_geer.12103,0.42850421667099,0.6166538481658772
GPT-5.1,10.3389_fnbeh.2014.00248,0.4285981237888336,0.6166538481658772
GPT-5.1,10.1038_s41598-017-13918-8,0.42874311208724974,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2015.09.009,0.4290608406066895,0.6166538481658772
GPT-5.1,10.1016_j.jesp.2024.104682,0.43016732931137086,0.6166538481658772
GPT-5.1,10.1088_1674-1056_ad5aee,0.43055599331855776,0.6166538481658772
GPT-5.1,10.1016_j.jdeveco.2022.102845,0.430682373046875,0.6166538481658772
GPT-5.1,10.1006_obhd.1995.1015,0.4307137429714203,0.6166538481658772
GPT-5.1,10.1016_j.obhdp.2016.02.004,0.43174814283847807,0.6166538481658772
GPT-5.1,10.1162_jeea.2005.3.2-3.303,0.43248412013053894,0.6166538481658772
GPT-5.1,10.3389_fpsyg.2019.02956,0.432501620054245,0.6166538481658772
GPT-5.1,10.1007_s11238-023-09929-9,0.43268951773643494,0.6166538481658772
GPT-5.1,10.1098_rsos.230969,0.43350347876548767,0.6166538481658772
GPT-5.1,10.1016_j.paid.2010.05.013,0.43461118936538695,0.6166538481658772
GPT-5.1,10.1002_bdm.1810,0.4346576988697052,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2008.09.025,0.4361102283000946,0.6166538481658772
GPT-5.1,10.1080_13504851.2022.2156458,0.43629024624824525,0.6166538481658772
GPT-5.1,10.1038_s41598-024-69206-9,0.43669308423995973,0.6166538481658772
GPT-5.1,10.1002_pchj.259,0.4367349803447723,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2014.10.008,0.4370971441268921,0.6166538481658772
GPT-5.1,10.1007_s00265-004-0885-3,0.4388856291770935,0.6166538481658772
GPT-5.1,10.1016_j.jeem.2008.07.004,0.43900561332702637,0.6166538481658772
GPT-5.1,10.1098_rspb.2012.0937,0.43947820365428925,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2016.06.003,0.44002925753593447,0.6166538481658772
GPT-5.1,10.1016_j.joep.2022.102573,0.44093037545681,0.6166538481658772
GPT-5.1,10.1037_pspa0000301,0.44115333557128905,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2004.05.011,0.4412192225456238,0.6166538481658772
GPT-5.1,10.1007_s10683-010-9266-0,0.4414458334445953,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0253344,0.44274930357933046,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2023.10.029,0.4436931014060974,0.6166538481658772
GPT-5.1,10.1016_j.socec.2012.04.014,0.4447610914707184,0.6166538481658772
GPT-5.1,10.1111_ecoj.12088,0.444922137260437,0.6166538481658772
GPT-5.1,10.1038_s41598-024-71106-x,0.4449572503566742,0.6166538481658772
GPT-5.1,10.1209_0295-5075_122_10003,0.44507160782814026,0.6166538481658772
GPT-5.1,10.1016_j.jesp.2023.104566,0.44508014917373656,0.6166538481658772
GPT-5.1,10.1016_j.amc.2017.08.049,0.44510301351547243,0.6166538481658772
GPT-5.1,10.3200_socp.148.5.609-630,0.44529020190238955,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2020.104347,0.4453363627195358,0.6166538481658772
GPT-5.1,10.1002_mde.2877,0.4462294325232506,0.6166538481658772
GPT-5.1,10.1038_415137a,0.4465895533561707,0.6166538481658772
GPT-5.1,10.1007_s12110-024-09483-5,0.4466572642326355,0.6166538481658772
GPT-5.1,10.1038_s41598-020-61634-7,0.4470040798187256,0.6166538481658772
GPT-5.1,10.1016_j.jesp.2020.104096,0.4473273098468781,0.6166538481658772
GPT-5.1,10.3389_fpsyg.2019.00651,0.44780910611152647,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2010.08.009,0.4478889465332031,0.6166538481658772
GPT-5.1,10.3934_math.20241583,0.4479864627122879,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0155414,0.4480279505252838,0.6166538481658772
GPT-5.1,10.1016_j.jesp.2008.06.004,0.4480749487876892,0.6166538481658772
GPT-5.1,10.1371_journal.pone.0254860,0.44818962812423707,0.6166538481658772
GPT-5.1,10.5751_es-07493-200323,0.44901086688041686,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2011.10.002,0.44908567070961,0.6166538481658772
GPT-5.1,10.1073_pnas.1704032114,0.4491295427083969,0.6166538481658772
GPT-5.1,10.1257_aer.90.4.980,0.44952518939971925,0.6166538481658772
GPT-5.1,10.1007_s11238-004-3672-8,0.4516438841819763,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2019.04.015,0.4521684169769287,0.6166538481658772
GPT-5.1,10.1016_j.amc.2025.129309,0.4526189506053925,0.6166538481658772
GPT-5.1,10.1016_j.physleta.2022.127935,0.4538851141929626,0.6166538481658772
GPT-5.1,10.1016_j.evolhumbehav.2004.04.002,0.45419212579727175,0.6166538481658772
GPT-5.1,10.1016_j.chaos.2025.116255,0.4543366253376007,0.6166538481658772
GPT-5.1,10.1016_j.euroecorev.2021.103862,0.45450355410575866,0.6166538481658772
GPT-5.1,10.1038_s42003-021-02865-w,0.45471189320087435,0.6166538481658772
GPT-5.1,10.1016_j.anbehav.2023.08.014,0.45482935309410094,0.6166538481658772
GPT-5.1,10.1016_j.actpsy.2023.103957,0.4549592971801758,0.6166538481658772
GPT-5.1,10.1017_s0266267119000233,0.4554980516433716,0.6166538481658772
GPT-5.1,10.1016_j.joep.2013.01.001,0.45568901896476743,0.6166538481658772
GPT-5.1,10.1016_j.evolhumbehav.2021.04.002,0.45645871162414553,0.6166538481658772
GPT-5.1,10.1177_147470491301100204,0.45735969543457033,0.6166538481658772
GPT-5.1,10.3982_te2063,0.45807603001594543,0.6166538481658772
GPT-5.1,10.1038_s41562-017-0138,0.45841037631034853,0.6166538481658772
GPT-5.1,10.1016_j.jebo.2009.11.001,0.45888182818889617,0.6166538481658772
GPT-5.1,10.1098_rspb.2014.1994,0.4594937264919281,0.6166538481658772
GPT-5.1,10.1177_000312240607100204,0.45980772376060486,0.6166538481658772
GPT-5.1,10.1093_pnasnexus_pgaf150,0.45998247265815734,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2012.09.012,0.46004883050918577,0.6166538481658772
GPT-5.1,10.1257_aer.100.1.420,0.4601764976978302,0.6166538481658772
GPT-5.1,10.1038_s41467-017-02036-8,0.46020457744598386,0.6166538481658772
GPT-5.1,10.3389_fnhum.2022.967090,0.4606566309928894,0.6166538481658772
GPT-5.1,10.1073_pnas.1215443110,0.4606791138648987,0.6166538481658772
GPT-5.1,10.1038_s41598-017-11580-8,0.4611024022102356,0.6166538481658772
GPT-5.1,10.1007_s10588-017-9244-6,0.4611585736274719,0.6166538481658772
GPT-5.1,10.1016_j.physleta.2017.09.041,0.4614721894264221,0.6166538481658772
GPT-5.1,10.1016_j.jpubeco.2009.10.007,0.4626661896705627,0.6166538481658772
GPT-5.1,10.1111_j.1468-0262.2005.00644.x,0.4626970708370209,0.6166538481658772
GPT-5.1,10.1037_xge0000154,0.46276301741600034,0.6166538481658772
GPT-5.1,10.1098_rspb.2008.1082,0.4632093071937561,0.6166538481658772
GPT-5.1,10.1007_s11211-008-0064-1,0.4633401095867157,0.6166538481658772
GPT-5.1,10.1093_pnasnexus_pgae200,0.4644779622554779,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2016.02.013,0.46456977128982546,0.6166538481658772
GPT-5.1,10.1002_soej.12626,0.46459256708621977,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2016.08.035,0.4647949516773224,0.6166538481658772
GPT-5.1,10.1016_j.geb.2014.03.006,0.464849454164505,0.6166538481658772
GPT-5.1,10.1155_2021_6192629,0.4649851739406586,0.6166538481658772
GPT-5.1,10.1177_147470491301100117,0.465007483959198,0.6166538481658772
GPT-5.1,10.1007_s11031-014-9395-4,0.46520696878433226,0.6166538481658772
GPT-5.1,10.1007_s40881-023-00157-z,0.46574524641036985,0.6166538481658772
GPT-5.1,10.1016_j.jtbi.2021.110737,0.4660102963447571,0.6166538481658772
GPT-5.1,10.1007_s11538-025-01422-4,0.4661492645740509,0.6166538481658772
GPT-5.1,10.1080_01605682.2023.2269984,0.4668214559555054,0.6166538481658772
GPT-5.1,10.3389_fphy.2020.00058,0.46830726265907285,0.6166538481658772
GPT-5.1,10.1017_s0956792510000094,0.4686077654361725,0.6166538481658772
GPT-5.1,10.1287_mnsc.2020.3762,0.4688505887985229,0.6166538481658772
GPT-5.1,10.1209_0295-5075_121_38003,0.469047075510025,0.6166538481658772
GPT-5.1,10.1007_s10657-019-09615-8,0.46905657052993777,0.6166538481658772
GPT-5.1,10.1007_s11558-025-09594-3,0.4694537818431854,0.6166538481658772
GPT-5.1,10.1016_j.physa.2018.09.194,0.4694609701633453,0.6166538481658772
GPT-5.1,10.1016_j.tree.2005.07.012,0.46946840882301333,0.6166538481658772
GPT-5.1,10.3389_fpsyg.2019.01374,0.46966574192047117,0.6166538481658772
GPT-5.1,10.1177_0951629815586885,0.4697629988193512,0.6166538481658772
GPT-5.1,10.1038_s41598-017-12823-4,0.4700444221496582,0.6166538481658772
